id,url,image,queries
118290854,https://media.rightmove.co.uk/12k/11130/118290854/11130_STA190734_IMG_09_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F166D0>,"This image shows a room with a single bed, a window with blinds and blue curtains, a mirror on the wall, and various decorative items. There's a small plant on a table and framed pictures hanging above. A radiator is located below the window, and the floor is carpeted."
118290854,https://media.rightmove.co.uk/12k/11130/118290854/11130_STA190734_IMG_10_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F16810>,"This image shows a bathroom with tiled walls, a pedestal sink, and a bathtub with a glass shower screen. There is a frosted window with curtains for natural light and privacy. The space includes a radiator towel rail and appears clean and functional."
118290854,https://media.rightmove.co.uk/12k/11130/118290854/11130_STA190734_IMG_12_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F16950>,"This image shows a spacious backyard with a well-maintained lawn. A single-story house with a brick facade is visible in the background. The property includes a detached garage and is enclosed by a wooden fence, suggesting privacy and security. The garden has potential for landscaping and outdoor activities."
118290854,https://media.rightmove.co.uk/12k/11130/118290854/11130_STA190734_IMG_13_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F16A90>,"The image shows a garden adjacent to a brick house with a white exterior door and window. The garden features a paved patio area with a small table and steps leading to a grassy lawn bordered by wooden fencing. Mature trees and shrubbery are visible, contributing to the outdoor space's privacy."
118290854,https://media.rightmove.co.uk/12k/11130/118290854/11130_STA190734_IMG_14_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F16BD0>,"This image shows a property with a well-maintained lawn and a garden area. The house has a brick exterior, a sloped tile roof, and windows with exterior shutters. There is a visible awning above one window. Fencing borders the property, providing privacy. The lawn is bordered by a landscaped area with small plants and ornaments."
118290854,https://media.rightmove.co.uk/12k/11130/118290854/11130_STA190734_IMG_15_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F16D10>,"The image shows a residential street with three houses and a parked car. The homes feature driveways, garages, and pitched roofs. There is a lawn area in front of the left two houses, and hedges line the base of these properties. The house on the right is two-storied with a brick facade and an attached garage. The sky suggests it may be early evening"
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_00_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F16E10>,"This image shows a street lined with mixed-use buildings, featuring retail spaces on the ground floor. The architecture is traditional, with visible brickwork and varying facade designs. Visible signage suggests a barber shop and a takeaway establishment among the occupants."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_01_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x576 at 0x2C7F16F90>,"This image presents a street lined with two-story brick buildings featuring commercial spaces on the ground floor and residential or office spaces above. A line of vehicles is parked along one side of the street, pointing to active businesses, including a barber shop and eyecare center, suggesting a mixed-use urban area."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_02_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x576 at 0x2C7F17090>,"This image presents a street with a mix of residential and commercial buildings. The buildings, showing different architectural styles, line a road with visible traffic signage. Vehicles are parked on the side, and in the distance, there is a clearer area with modern construction. The sky is partly cloudy, suggesting a pleasant day. The presence of shops indicates an active neighborhood."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_03_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F171D0>,"The image shows an unfurnished kitchen with laminate flooring. It includes a white refrigerator, a fireplace feature, white base cabinets, and a sink. A window allows natural light into the room. The space appears to need maintenance as visible from the wall and ceiling marks."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_04_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F17310>,"The room features a wooden floor and a white fireplace with a mirror above it. There are recessed ceiling lights and decorative moldings. The space appears ready for occupancy but currently contains stacked mattresses and a disassembled bed frame, suggesting moving or storage activities. Access to another room is visible, and there is a staircase leading to an upper level."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_05_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F17450>,"The room features a hardwood floor and a large three-segment window providing natural light. There is a fireplace with a mantle and overmantle mirror. Recessed ceiling lights are visible, and there is some furniture wrapped for protection or moving. The walls have a neutral color tone."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_06_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F17590>,"This image features a room with an angled ceiling, likely under a slanted roof, which suggests it might be on an upper floor or in an attic space. There are two sofas, one light-colored and the other dark. The floor is laminated, and recessed lights are installed in the ceiling. A coat rack stands near the door on the left. The walls and ceiling are"
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_07_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F17690>,This image shows an interior view featuring a staircase and an adjacent room with a fireplace. The walls are painted in light colors. The staircase has wooden steps that show signs of wear and may require refinishing or carpeting. The room appears to be empty and in need of renovation or decoration.
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_08_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F177D0>,"This is a photo of a bathroom that includes a corner shower enclosure with a glass door, a toilet, and a bidet. There is also a medicine cabinet with a mirrored front above the bidet. The floor appears to be wooden, and the walls are tiled with white square tiles."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_09_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F17910>,"The room features a sloped ceiling and a window providing natural light. There's laminate flooring and a ledge running along the bottom of the walls. The walls and ceiling have a textured, white-painted finish."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_10_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F17A50>,"This is a bathroom with tiled walls, featuring a glass shower enclosure, a white pedestal sink with a storage cabinet, and a toilet. The floor appears to be wooden."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_11_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F17B90>,"This is the interior of a fast-food restaurant featuring a service counter with a menu board above displaying various food options. The counter has a refrigerated display case with beverages and food items. Two stools provide seating at a bar-height counter against a brick-patterned wall adorned with framed pictures. There's a hand sanitizer dispenser available for customers, and the cleanliness of the establishment is visible."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_12_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F17CD0>,"This is an image of a commercial kitchen with stainless steel appliances, including a cooking range and under-counter refrigeration. A microwave, stainless steel shelving, and a prep area are also visible. The space has wood flooring and a brick-style wall on one side, giving it a warm aesthetic. Large windows at the front allow for natural light to enter the space."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_13_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F17E10>,"This is an interior image of a service area in a food establishment, featuring a counter, menu boards on the wall, commercial kitchen equipment visible in the background, refrigerated display case, and a stool for seating. The walls are clad with brick-like tiles, and the establishment's name appears on the menus. The ambiance suggests a casual, quick-service dining experience."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_14_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F17F50>,"The room functions as a commercial kitchen featuring preparation areas, shelving for storage, and various appliances such as a commercial meat slicer. The space requires organization and cleanup. The kitchen appears operational with visible equipment and supplies suggesting active use."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_15_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2C0D0>,"This is an image of an interior room featuring slanted walls with a window, a wooden door, and laminate flooring. There is a black leather sofa in the room and a fireplace visible in a small adjoining space."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_16_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x576 at 0x2C7F2C1D0>,"The photo shows an aerial view of a street lined with two-story brick buildings featuring storefronts on the ground level. The architecture is consistent, with pitched tiled roofs and chimneys. On-street parking is visible, and a few cars are parked alongside the curb. The setting appears to be a town or urban area with commerce on street level, and likely residential or office space on the"
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_17_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x576 at 0x2C7F2C310>,"The image shows an aerial view of a dense urban area with multi-story buildings, some with flat roofs and rooftop installations such as vents and air conditioning units. Visible architectural details suggest a mix of residential and possibly commercial use. The close proximity of the buildings to each other is indicative of a tightly packed neighborhood."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_18_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F2C450>,"The image shows a bricked exterior space with concrete flooring featuring a metal staircase, a window, an exterior door, and air conditioning unit. There are various objects such as a ladder, broom, and containers present. The space is bordered by a wooden fence."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_19_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F2C550>,"This is an exterior space featuring multiple green wheelie bins and blue barrels, with brick walls surrounding the area. There are windows visible on the building, with white frames and security grilles. The ground is paved, and there is a metal ladder leaning against a wall."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_20_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x576 at 0x2C7F2C690>,"This image depicts a row of commercial premises on a street. From left to right, there is a barber shop with visible signage and a traditional barber pole, a eatery offering kebabs and burgers, and a real estate agency with a green logo. The upper floors are residential, featuring sash windows and brickwork, consistent with traditional architectural styles."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_21_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x576 at 0x2C7F2C7D0>,"This image shows a two-story brick building housing commercial shops on the ground floor. There are business signs for a barber shop, an estate agent, and other retail outlets. The upper floor appears to have windows suggesting office or residential use. The building is located on a street with a pedestrian and limited vehicle traffic."
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_22_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x576 at 0x2C7F2C910>,"This image shows a bird's-eye view of a street in a town with a mix of residential and commercial buildings. The photograph highlights a densely packed urban area with a variety of building styles and sizes. Visible are rooftops, a main road with parked cars, and a backdrop of green trees, indicating nearby parks or countryside. The perspective suggests proximity to local amenities and access to open spaces"
124780949,https://media.rightmove.co.uk/204k/203210/124780949/203210_P1081_IMG_23_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F2CA10>,"This image shows a two-story commercial property comprising three storefronts on a city street. The building features a brick facade, with distinct architectural details and signage for a barber shop, a food establishment, and a real estate agency. The upper level includes residential or office windows."
131769074,https://media.rightmove.co.uk/12k/11130/131769074/11130_STA230018_IMG_00_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F2CB50>,"This is a multi-storey, brick-faced apartment building with large windows, situated under a clear sky. It features a parking space in the front and is surrounded by some greenery, including trees and bushes. The architecture suggests a contemporary design, with strong vertical and horizontal lines."
131769074,https://media.rightmove.co.uk/12k/11130/131769074/11130_STA230018_IMG_01_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x668 at 0x2C7F2CC90>,"This is an open-plan living space with a lounge and kitchen area. The living area includes a TV set on a wooden stand, speakers, and a comfortable couch. The kitchen features white cabinetry, built-in appliances, and a clean, modern design. The room benefits from natural light and looks neatly organized."
131769074,https://media.rightmove.co.uk/12k/11130/131769074/11130_STA230018_IMG_02_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F2CDD0>,"This image shows a modern open-plan living space, featuring a kitchen with white cabinetry and stainless steel appliances. A blue sofa provides a pop of color in the living area, complementing the wood flooring and neutral wall colors."
131769074,https://media.rightmove.co.uk/12k/11130/131769074/11130_STA230018_IMG_07_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F2CF10>,This image shows a small balcony with a tiled floor and artificial grass area. It features a white metal table with two candle lanterns and is surrounded by a concrete balustrade. The balcony is adjacent to a brick building and overlooks other residential buildings. There is ample daylight and clear skies.
131769074,https://media.rightmove.co.uk/12k/11130/131769074/11130_STA230018_IMG_03_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F2D050>,"The image shows a bedroom with a double bed, a bedside table, a dresser, and built-in lighting above the bed. There is carpeted flooring and access to an outdoor space through a glass door. A picture hangs on the wall above the dresser, and the room appears to receive ample natural light."
131769074,https://media.rightmove.co.uk/12k/11130/131769074/11130_STA230018_IMG_04_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F2D190>,"This is a bedroom featuring a large bed, a nightstand with a lamp, and a wardrobe. The room has light-colored walls and carpeted flooring. A floor lamp extends over the bed, and multiple power sockets are available near the bed area. There is also a door leading to another room."
131769074,https://media.rightmove.co.uk/12k/11130/131769074/11130_STA230018_IMG_05_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F2D2D0>,"This is a small, well-lit room featuring a wooden floor and white walls. There is a sliding white door on one side and a standard white door adjacent to it. The room contains a desk with a decorative model sailboat, a printer on a lower shelf, and a framed picture above the desk. A small area rug lies in the center of the room."
131769074,https://media.rightmove.co.uk/12k/11130/131769074/11130_STA230018_IMG_06_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F2D3D0>,"The image shows a contemporary bathroom with a bathtub-shower combo enclosed by a glass partition. There's a vanity with a sink and storage underneath. The bathroom features gray tiles on the walls and floor, and it includes a modern toilet. A mirror is mounted above the sink."
131769074,https://media.rightmove.co.uk/12k/11130/131769074/11130_STA230018_IMG_08_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F2D510>,"This is an image of a balcony area with artificial grass, a sitting area with two chairs, and a small table. The balcony is lined with a low concrete wall and has a view of buildings in the distance. The flooring includes wooden decking and artificial grass, and there is a glass door leading inside the property."
130882220,https://media.rightmove.co.uk/104k/103291/130882220/103291_ALB104863_IMG_00_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2D650>,"The image showcases a modern studio apartment combining a kitchen space with living and sleeping areas. Features include wood-finish upper cabinetry, white countertops, and integrated appliances. Sliding doors lead to an outdoor terrace, allowing for natural light. The living space appears comfortably furnished with a bed, sofa, and television."
130882220,https://media.rightmove.co.uk/104k/103291/130882220/103291_ALB104863_IMG_07_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2D790>,"This is a modern kitchen with wood cabinetry and integrated appliances, including an oven, stovetop, and a dishwasher. There's ample countertop space, and the kitchen appears to have an L-shaped layout. The space is illuminated with ceiling downlights, and there's a wall-mounted TV visible in the adjoining area."
130882220,https://media.rightmove.co.uk/104k/103291/130882220/103291_ALB104863_IMG_05_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2D8D0>,"The image shows a modern open-plan space that combines a kitchen and living area. The kitchen features white cabinetry with dark countertops and wood accents, along with built-in appliances. The living area includes a flat-screen TV on a wooden media unit. Flooring is consistent throughout, enhancing the open feel."
130882220,https://media.rightmove.co.uk/104k/103291/130882220/103291_ALB104863_IMG_04_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2DA10>,"The image shows a modern kitchen with white cabinets and a wooden overhead unit. There is a countertop with a sink, and a living area with a sofa is visible. The flooring appears to be light wood, and the room is lit with recessed ceiling lights. A door is seen in the background."
130882220,https://media.rightmove.co.uk/104k/103291/130882220/103291_ALB104863_IMG_06_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2DB10>,"The room features a neutral color scheme with a couch and accent pillows, complementing curtains, and a glass coffee table with books. Natural light enters through glass doors that lead to an external area. Flooring is a light wood laminate, and the space is minimalist in design."
130882220,https://media.rightmove.co.uk/104k/103291/130882220/103291_ALB104863_IMG_08_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2DC90>,"This is a bedroom featuring a double bed with a wooden frame, neutral carpeting, and a window with grey curtains. A bedside table, a potted plant, and a standing fan are present. There's also a storage unit and some personal items visible."
130882220,https://media.rightmove.co.uk/104k/103291/130882220/103291_ALB104863_IMG_09_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2DE10>,"This image shows a bedroom with a double bed, integrated wardrobe storage, a bedside chest of drawers, and wall-mounted shelving. The room includes a full-length mirror and has an entrance door visible. Flooring appears to be carpeted, and the room is lit by ceiling downlights."
130882220,https://media.rightmove.co.uk/104k/103291/130882220/103291_ALB104863_IMG_10_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2DF90>,"The image shows a bathroom with a bathtub and wall-mounted sink. The walls are fully tiled, featuring a mix of larger beige tiles with a strip of smaller mosaic tiles. A mirror is placed above the sink, and a towel hangs on the side of the bathtub. There is a toilet, and toiletries are arranged on shelves. A radiator or towel rail is also visible."
130882220,https://media.rightmove.co.uk/104k/103291/130882220/103291_ALB104863_IMG_11_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2E110>,"This is a modern interior space featuring a floating staircase with metal handrails and glass safety barriers. The room has high ceilings and large windows with sheer curtains that provide natural light. Unique pendant lights hang near the staircase, creating a focal point. There are also decorative vases on pedestals adding to the decor."
130882220,https://media.rightmove.co.uk/104k/103291/130882220/103291_ALB104863_IMG_02_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2E250>,"The image shows an outdoor space with a wooden deck, featuring a seating area with two wicker chairs and a small table. There is a wooden fence providing privacy, and the space is framed by a brick wall on one side and a glass door leading into the interior. A downspout is present along the wall."
130882220,https://media.rightmove.co.uk/104k/103291/130882220/103291_ALB104863_IMG_01_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2E390>,"The image shows a private outdoor terrace with wooden flooring and surrounding walls for privacy. There is a set of rattan garden furniture including a sofa, chairs, and a table with a glass top. A potted plant adds a touch of greenery, and there is an outdoor fire pit. The space is well-lit by natural light and a street lamp nearby."
130882220,https://media.rightmove.co.uk/104k/103291/130882220/103291_ALB104863_IMG_03_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2E510>,"This image shows a modern, multi-story building positioned at the corner of two intersecting roads. The building features a combination of brickwork and translucent glass panels. It includes a flat roof, large windows, and an entrance accessible from the sidewalk. There's landscaping with shrubs and small trees around the building."
123582290,https://media.rightmove.co.uk/3k/2313/123582290/2313_STA314507_IMG_00_0001.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F2E690>,"This is an image of a multi-storey residential building with balconies. There is a landscaped garden in front and a pathway leading to the entrance. The building is surrounded by mature trees and greenery, and there is a parked car on the premises."
123582290,https://media.rightmove.co.uk/3k/2313/123582290/2313_STA314507_IMG_01_0001.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x682 at 0x2C7F2E810>,"The exterior of a multi-story brick building with green panel details. It features a central walkway leading to the entrance, flanked by well-maintained grass and assorted plants in pots. The building has large windows and appears to be residential."
123582290,https://media.rightmove.co.uk/3k/2313/123582290/2313_STA314507_IMG_02_0001.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x768 at 0x2C7F2E990>,"This is a children's bedroom featuring a bunk bed with a safety rail, a wardrobe, a desk with a chair, and storage units. Natural light comes from the window with sheer curtains. The room includes a small area rug and wall decorations."
123582290,https://media.rightmove.co.uk/3k/2313/123582290/2313_STA314507_IMG_03_0001.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x768 at 0x2C7F2EAD0>,"The living room features a large window for natural light, a sectional sofa, a coffee table, and a lamp. There are children's toys suggesting a family-friendly space. It includes a carpeted floor and a radiator under the window."
123582290,https://media.rightmove.co.uk/3k/2313/123582290/2313_STA314507_IMG_04_0001.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x768 at 0x2C7F2EC10>,"The image shows a narrow kitchen featuring white cabinetry and appliances including a stove, washing machine, and a small refrigerator. A window allows natural light to enter, and there is a small table for storage or preparation space. The floor is tiled, and there is a tile backsplash above the counter."
123582290,https://media.rightmove.co.uk/3k/2313/123582290/2313_STA314507_IMG_05_0001.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x768 at 0x2C7F2ED50>,"This bathroom features a toilet, sink, and bathtub with a shower curtain. There's also a heated towel rail and a frosted window providing natural light and privacy. Personal items are visible, suggesting current use. The style appears functional with tiled walls and flooring."
123582290,https://media.rightmove.co.uk/3k/2313/123582290/2313_STA314507_IMG_06_0001.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x768 at 0x2C7F2EE90>,"The image shows a bedroom featuring a double bed, a baby crib, two white wardrobes, and a window with pink curtains. A radiator is beneath the window, and items are draped over the crib rail. The room is lit by natural light, giving it a lived-in feel."
121327586,https://media.rightmove.co.uk/191k/190424/121327586/190424_31364773_IMG_00_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2F010>,"This is an image of a two-story brick building featuring a traditional architectural design with a pointed roof and decorative brick detailing around the windows and corners. The house has bay windows and a central doorway with steps leading up to it. It is enclosed by a low brick wall with metal railings and gates. The street in front has a sidewalk, and there is a traffic light seen to the"
121327586,https://media.rightmove.co.uk/191k/190424/121327586/190424_31364773_IMG_01_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2F190>,"This is an image of a living room featuring a fireplace with a black surround, a television, large windows with blinds, and a small desk area. The furniture includes a gray sofa with cushions. There are light fixtures on the walls, and the room is painted in a neutral color scheme."
121327586,https://media.rightmove.co.uk/191k/190424/121327586/190424_31364773_IMG_02_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2F310>,"The room features a traditional fireplace, neutral color scheme, and a bay window with blinds offering natural light. There are chairs, a couch, and a small table, suitable for a living space. The room includes a wall-mounted light fixture and a large painting as decor."
121327586,https://media.rightmove.co.uk/191k/190424/121327586/190424_31364773_IMG_03_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2F490>,"The room features a neutral color palette with white walls and beige carpeting. Central to the room is a dark gray corner sofa. The space includes wall-mounted lights and a wooden railing suggesting a staircase or split-level layout. There are no personal items visible, providing a clean and open space. The absence of a window in the view suggests limited natural light."
121327586,https://media.rightmove.co.uk/191k/190424/121327586/190424_31364773_IMG_04_0000.jpeg,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x683 at 0x2C7F2F5D0>,"This is a kitchen with wooden cabinetry, dark countertop, and black tiled backsplash. There is a gas stove, a sink, and a window providing natural light. The floor is not visible."
